address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"Apartment 106, Forbes Quay Apartments, Grand Canal Dock, Dublin 2, D02X027",555000,2,2,Apartment,grand-canal-dock-dublin,Dublin,"Second Floor Apartment, Passenger Lift, Dual aspect balconies, Bicycle Storage, Gas Fired Central Heating,  Comfortable BER Rating,  Landscaped Residents' Courtyard, Riverfront Location, Adjacent Grand Canal Square, Close to Barrow Street and Tara Street DART",2005
"30 Mill Road, Greystones, Co. Wicklow, A63PX75",595000,3,1,Detached,greystones-wicklow,Wicklow,"Detached property on c.1/4 acre site, Full planning permission for 2 storey extension to the rear, Planning registration no: 23/842, Private southwest facing rear garden, Electronic gated access, Off street parking for 3 vehicles, Gas fired central heating, Double glazed windows, Feature high ceilings, Superb Greystones location",0
"Site at  Beechwalk, Cookstown, Enniskerry, Co. Wicklow, A98PF74",0,0,0,Site,enniskerry-wicklow,Wicklow,"c.0.98 acres, Zoned residential., Minutes from the picturesque village of Enniskerry. , Plentiful of nearby amenities., Wonderful cafes, restaurants, bars and shops. , Powerscourt Golf Club, Powerscourt Estate and Powerscourt Hotel. , Excellent public transportation, Bus, Dart, Aircoach, LUAS at Cherrywood, N11 and M50 road networks., South County Dublin's and County Wicklow's finest primary and secondary schools are located nearby including St. Marys and St. Gerard's National Schoo",0
"Beechwalk, Cookstown, Enniskerry, Co. Wicklow, A98PF74",0,6,5,Detached,enniskerry-wicklow,Wicklow,"c.288 Sq.m / 3,100 Sq.ft, Large detached family home and site, 6 bedrooms (5 doubles, 1 single), Private pedestrian access to Enniskerry village, Beautifully presented throughout, Magnificent, landscaped gardens, c.1.44 acres, Breathtaking views, Close proximity to N11, Site with development potential subject to FPP",1987
"3 Louis Lane, Leinster Road, Rathmines, Dublin 6, D06CD60",1295000,3,2,Terrace,rathmines-dublin,Dublin,,1998
"Grange, Turloughmore, Co. Galway, H65AK79",365000,4,2,Detached,turloughmore-galway,Galway,"Spacious 4 bed detached bungalow, Popular residential area close to Cregmore, Mature Site 0.37 acres - folio GY14160F, Easy access to Cregmore NS & Golf Club, 8k to villages of Claregalway & Lackagh, Oil Fired Central Heating, Feature Tirolla solid fuel stove, Large gardens front, side and rear, Ample off street paring for multiple cars, Attached garage & 2nd separate garage",1982
"Cregnanagh, Shrule, Shrule, Co. Mayo, H91A0YD",395000,5,3,Detached,shrule-mayo,Mayo,"Stunning Family Residence, Handsomely Upgraded, Contemporary Interiors, Spacious and Modern Open Plan Layout, Exceptionally Spacious, Large Attic Space, 1.5 Acre Site, 30 Minutes from Galway City",2005
"32 Abington, Malahide, Malahide, Co. Dublin, K36D998",1950000,6,5,Detached,malahide-dublin,Dublin,,2000
"1 Newtown Abbey, Trim, Co. Meath, C15HY98",550000,3,2,Detached,trim-meath,Meath,"Beautifully positioned house on a large, elevated site., Convenient to all amenities., Detached house on a large site., Stunning views of both the River Boyne.",1983
"2 Phoenix Terrace, Rock Road, Blackrock, Co. Dublin, A94E5X7",1275000,4,2,Terrace,blackrock-dublin,Dublin,"Spacious Living Areas: Bright and airy rooms with high ceilings and original features for a warm, welcoming atmosphere., Prime residential location within walking distance of so many amenities including seafront, beach, parks, shopping centres, restaurants, and Blackrock, Modern Kitchen: A fully equipped, contemporary kitchen that blends functionality with style €" perfect for culinary enthusiasts, Elegant Bedrooms: Generously sized bedrooms offering peace and tranquillity, each uniquely designed to maximize space and light., Stylish Bathrooms: Tastefully designed bathrooms equipped with modern fixtures and finishes., -	Outdoor Space: A delightful garden area, ideal for relaxation, entertaining, or simply enjoying the outdoors.",0
"3 Coolrua Drive, Dublin 9, Beaumont, Dublin 9, D09F978",460000,3,1,Semi-D,beaumont-dublin,Dublin,"Large side garden with development potential, Gas central heating, Feature fireplace, Timber storage shed, Storm porch, South-east facing garden",1950
"20 Muileann Close, Swords, Co. Dublin, K67H6P0",490000,3,2,Terrace,swords-dublin,Dublin," South facing rear garden,  A-Rated,  Overlooking green space,  Kitchen island,  Utility room, Guest W.C., Master en-suite, Fitted wardrobes, Feature wall, Fitted blinds",0
"1 Garrai Na Droichid, Killora, Craughwell, Co. Galway, H91W9NN",495000,4,3,Detached,craughwell-galway,Galway,"Beautiful 4 bed detached, Constructed in 2021 to a high standard, Minutes from the Village of Craughwell, 24 daily buses to Galway - 20 min drive to Galway City, Exceptional "A2" rated Energy Efficient Homes, Gas Central Heating & high efficiency condensing boiler, Mechanical Heat Recovery Ventilation (MHRV) installed, Solar Panel Photovoltaic roof panels, Triple glazed windows & Underfloor heating downstairs, High levels of thermal insulation & air tight construction",2019
"24 St Ignatius Road, Phibsborough, Dublin 7, D07VR80",445000,2,2,"End of Terrace",phibsborough-dublin,Dublin,"Two bedroom end of terrace residence, The Royal Canal is behind this property, Prime location close to many amenities, GFCH",1920
"5 Streamstown Wood Steamstown Malahide, Malahide, Co. Dublin, K36AY26",1950000,5,5,Detached,malahide-dublin,Dublin,"Double fronted detached family home of 4,000sqft, Presented in Â‘show houseÂ’ condition, Exclusive development in a very convenient location, Private off street parking, Exquisite, landscaped low maintenance west facing rear garden, A2 BER rating eligible for a green mortgage, Double glazed timber framed Munster Joinery made windows and doors, Superb location, 3km from Malahide Village, 7km from Dublin Airport",0
"Rose Mont, Woodbine Park, Blackrock, Co. Dublin, A94A9W6",1295000,5,3,Detached,blackrock-dublin,Dublin,"5 bedroom (2 Ensuite), 3 bathrooms + Visitors WC,, Detached, B3 rated home extending to 170 sq.m, Exceptional location within walking distance of UCD and Sandymount Strand, Private sunny rear garden, maintenance free, mature shrubs with water feature., Contemporary Walnut fitted kitchen / Blanco Capri stone countertops., Secure Electronic Automated Gates with generous off-street parking, Bright crema marfil marble tiled floor hall, living, dining area and Kitchen, Large Attic with access via retractable stair unit. Development potential (S.P.P)., Modern, detached family home in walk in condition., Underfloor heating throughout the ground floor. Radiators on the first floor",2007
"Forenaught, Creaden, Dunmore East, Co. Waterford, X91C9Y2",2495000,6,5,Detached,dunmore-east-waterford,Waterford,"Stunning Panoramic Sea Views, Private 3.5 Acre elevated site, Overlooking Creaden Bay and The Waterford Estuary, Minutes drive to Dunmore East Village and Woodstown Beach, Gated access offering privacy seclusion and security, B1 Energy Rating with Geothermal underfloor heating and Air to Water heat pump, 90 mins drive to Dublin and Cork, Amenities closeby, Beaches, Equestrian Centre, Golfing, Sailing, Swimming, Costal and Woodland trails",0
"Ballinacarriga, Kildimo, Limerick City, Co. Limerick, V9425V6",795000,5,3,Detached,limerick-city,Limerick,"Architecturally designed residence, In turnkey condition, Stands on circa 0.62 acre elevated plot, Spectacular views of the Shannon Estuary, Underfloor heating throughout, Property Measures 291 sq.m / 3132 sq.ft, Roof Top Terrace, Large detached Garage, Built in 2018, "A3" BER Rating",0
"Rahoon House, Ros Geal, Rahoon Road, Rahoon, Galway City, Co. Galway",0,8,7,Apartment,galway-city,Galway,"Excellent investment opportunity, Original construction circa 1860, Fully refurbished throughout, Comprises of four spacious apartments, Turn-key condition, Vaulted ceilings, Detailed coving & cornicing, Residential parking, Situated in Ros Geal residential estate, Well serviced for local amenities",0
"Summerdale House, Bishop O'Donnell Road, Galway City, Co. Galway, H91E6CH",0,0,0,Site,galway-city,Galway,"Protected Structure unique ID no 1001., National Inventory of Architectural Heritage - registration no. 30311003, Built circa 1880",0
"65 Riasc na Ri, Bothar Stiofan, Rahoon, Co. Galway, H91PNX4",425000,3,3,Semi-D,rahoon-galway,Galway,"Beautifully Presented Spacious Residence , Freshly Decorated, Newly Fitted Flooring, Converted Attic, New Appliances, Generously Proportioned Rooms, Overlooking Large Green, Prized Location, Turnkey Condition, Exceptional Home",2002
"107 Heathervue, Greystones, Co. Wicklow, A63AE35",695000,4,2,Detached,greystones-wicklow,Wicklow,"B3 BER rating eligible for Green Mortgage , Located in a well-established safe development, Full new plumbing system with new combi boiler , Full re-wire with all LED lights , A-rated triple glazing windows and doors throughout, All new carpets and flooring throughout, Brand new kitchen with Neff and Bosch appliances , 200m from Greystones Main Street / 3 mins walking distance , Within school district for St Bridgets, St Kevins & St Patricks (Primary) & St Davids & Templecarrig (Secondary) , Low-maintenance front and rear garden",1989
"1 Galway Bay Sea View Apartments, Upper Salthill, Salthill, Co. Galway, H91W59R",375000,2,2,Apartment,salthill-galway,Galway,"Two bed first floor apartment, Only suitable as an Investment Property, Holiday let only - part of pooled rental scheme, Impressibve rental income available on request, Open plan living, dining & kitchen, Two bedrooms, master bed ensuite, Views of the Prom, Galway Bay & the Clare Hills, Secure complex with lift access & parking, Opposite Salthill Promenade & beaches, Easy access to Galway City, UCHG & University of Galway",2000
"83 Father Griffin Road, Galway, Claddagh, Co. Galway, H91W6YT",325000,2,1,Bungalow,claddagh-galway,Galway,"Wonderful Location, Massive Potential, Substantial Vacant Home Grant Available , Large Back Garden, Walking Distance to Everywhere in Galway City , Long Established Community , Cherished Neighbourhood , Just A Short Stroll to the Spanish Arch and Everthing this Beautiful City has to Offer",0
"36 Newton Court, Grange, Douglas, Co. Cork, T12YNN3",279000,3,1,Semi-D,douglas-cork,Cork,"South facing rear garden, Gas heating + PVC double glazed windows, Built 1972",1972
"3 Killincarrig Manor, Greystones, Greystones, Co. Wicklow, A63K221",935000,2,2,"End of Terrace",greystones-wicklow,Wicklow,,0
"Berring's, Berring's, Island Lane, Ballinakill, Waterford City, Co. Waterford, X91YYP8",695000,5,4,Detached,waterford-city,Waterford,"Excellent location within a short walk to University Hospital Waterford, South facing rear garden, C2 Energy rating, Upvc double glazing, Upvc facia & soffit., Detached Garage",2000
"Grandgate Lodge, Gardenfield, Tuam, Co. Galway, H54Y067",550000,4,3,Detached,tuam-galway,Galway,"Exquisite Site, Private Fishing and Bathing Areas, A Rated Home, Prized Location, Wonderful Community , Stunning Gardens Complete with Herb Gardens and Green Houses, Children's Play Area, Two Minutes from Connection to the Motorway, Walking Distance to Tuam Town 30 Minutes from Galway City, High Speed Broadband Available",2004
"The Farmhouse, Ballinteskin, Wicklow Town, Co. Wicklow, A67NW50",725000,4,3,Detached,wicklow-town-wicklow,Wicklow,,0
"6 The Lawns, Temple Manor, Celbridge, Celbridge, Co. Kildare, W23AE27",760000,5,3,Detached,celbridge-kildare,Kildare,"GFCH, Attractive brick front elevation, West facing garden aspect, Substantial detached 5-bedroom home on large plot",0
"28 Gilford Road, Dublin 4, Sandymount, Dublin 4, D04YF77",0,4,4,Semi-D,sandymount-dublin,Dublin,,0
"46 Upper Grand Canal Street, Ballsbridge, Dublin 4, D04VX62",1250000,4,3,Terrace,ballsbridge-dublin,Dublin,"Beautifully presented four bed period home in Dublin 4, Magnificent original period features and detail throughout, Extended and refurbished throughout in recent years, Secluded garden to the rear, Gated off-street parking together with on-street residents` disc parking, Remote controlled Stira stairs to a large floored attic, Adjacent to an enviable choice of restaurants bars coffee and speciality food shops, Within walking distance of the city centre Ballsbridge and Sandymount, Excellent public transport links including the DART closeby",0
"12 Abington, Malahide, K36NT72",0,4,4,Detached,malahide-dublin,Dublin,"Substantial detached family home with attractive brick exterior., Gas fired central heating, Double glazed sash windows throughout, Detached double garage converted to games room, Private aspect within prestigious development, Electric gates and cobble lock drive, High ceilings throughout the ground floor",0
"Derrigimlagh, Ballyconneely, Co. Galway, H71FP27",750000,3,4,Detached,ballyconneely-galway,Galway,"3 Bedrooms, Entrance Hall, Living Room, Kitchen/Dining Area, Sunlounge, Utility Room, Guest Wc, En-Suite",2004
"Hillcroft, Greens Hill, Kilkenny, Co. Kilkenny, R95YR6E",795000,5,2,Detached,kilkenny-kilkenny,Kilkenny,"THINK LOCATION ON THIS PROPERTY , DOUBLE GLASED PVC DOORS AND WINDOWS  INSTALLED THROUGHOUT , EXCELLENT STORAGE SPACE WITH BESPOKE INTEGRATED FURNITURE THROUGHOUT  , EXECUTIVE STYLE HOME,WITH UNIQUE FEATURES , HIGH DESIRABLE AND ESTABLISHED LOCATION, WALKING DISTANCE TO KILKENNY CITY CENTRE, PROFESSIONALLY DECORATED AND HIGH SPECIFICATION FINISH THROUGHOUT , CLOSE TO CHILDCARE CENTRE'S,AND CHOICE OF BOTH PRIMARY AND SECONDARY SCHOOLS , PRIVATE AND ENCLOSED REAR GARDEN/NOT OVERLOOKED, WITHIN A SHORT DRIVE OF M9 MOTORWAY ACCESS",1968
"Glenside House, Maree Road, Renville East, Oranmore, Co. Galway, H91R6F6",1500000,4,6,Detached,oranmore-galway,Galway,"Air-To-Water High Efficiency Geo Thermal Heating System, Hollow core flooring , 9ft6 ceiling height on ground and first floor, Underfloor heating at both ground and first floor, Double glazed PVC sash windows throughout, Zoned heating controls in every individual room, V'Soske Joyce fitted wool carpets, Southerly rear aspect, B1 BER qualifies for Green Mortgage Rates, 4,135 sq.ft Residence with 621 sq.ft Double Garage",2005
"27 Hillview, Kilmoney, Carrigaline, Co. Cork, P43E449",585000,4,5,Detached,carrigaline-cork,Cork,"4 Bedrooms - all ensuite, Nice Corner Site, Close to all amenities, Garage with roller door attached, Driveway to the front, Walk in Wardrobe in master Bedroom, Oil Central Heating, C1 Energy Rating, Woodburning Stoves in both living rooms, South Facing Rear Garden",1984
"Glenside House, Renville East, Oranmore, Co. Galway, H91R6F6",1500000,4,6,Detached,oranmore-galway,Galway,"Impressive B1 energy rating, Air to water, geothermal underfloor heating on both ground and first floor, Set on three quarters of an acre of landscaped grounds, Situated less than 2km to Oranmore Village and close to Rinville Park, Sailing Club and Galway Bay Golf Resort, Cavity wall construction, hollow core floor slabs and block walls internally , PVC double glazed sash windows, Split level double garage, Secure site with gated entrance, Superb finish throughout with quality flooring, lighting, tiling, carpets, appliances and external paving. , Ornate architectural and period features",2005
